name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,alt_name,alt_name:en,alt_name:vi,amenity,amenity_1,architect,architect:wikidata,area,barrier,beds,branch,brand,brand:contact:twitter,brand:wikidata,building,building:levels,building:material,building:part,building:prefabricated,camera:mount,camera:type,capacity,check_date,check_date:opening_hours,club,community_centre,community_centre:for,construction,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:website,contact:youtube,craft,cuisine,dance:style,dance:teaching,denomination,description,disused:amenity,disused:shop,disused:sport,disused:tourism,disused:website,drinking_water,ele,emergency,fax,fixme,gnis:feature_id,government,hackerspace,healthcare,healthcare:speciality,height,heritage,heritage:operator,hist_name,historic,historic:amenity,historic:name,image,indoor,internet_access,landuse,layer,leed,leisure,level,lgbtq,loc_name,man_made,min_age,name:am,name:en,name:es,name:etymology,name:etymology:wikidata,name:ko,name:signed,name:vi,name:vi-Hani,name:zh,not:amenity,note,office,official_name,old:operator,old_name,old_name:es,opening_hours,opening_hours:covid19,opening_hours:signed,operational_status,operator,operator:short,operator:type,operator:website,operator:wikidata,owner,owner:wikidata,paloalto_ca:id,payment:cash,payment:contactless,payment:credit_cards,payment:discover_card,payment:mastercard,payment:visa,pet,pets,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,redwood_city_ca:bldg_id,ref,ref:nrhp,religion,residential,roof:levels,roof:orientation,roof:shape,scents,second_hand,service:bicycle:repair,service_times,shelter,shelter_type,shop,short_name,short_name:en,short_name:vi,smoking,social_facility,social_facility:for,social_facility:for_1,social_facility_1,source,source:addr,source:url,sport,start_date,strapline,surveillance,surveillance:type,surveillance:zone,survey:date,theatre:genre,toilets,tourism,training,type,was:addr:housenumber,was:addr:street,was:addr:unit,was:amenity,was:name,washing_machine,website:calendar,website:menu,wheelchair,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:neighbourhood,addr:postcode,addr:state,addr:street,addr:unit
Sequoia Belle Haven,,san_mateo,,social_community,,,,,,,,37.4753049,-122.1540135,533428294,way,,,,,,social_facility,,,,,,,,,,,apartments,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menlo Park,,,,,1221,,94025,CA,Willow Road,
Sanchez Art Center,,san_mateo,,social_community,,,,,,,,37.5838732,-122.4861948,632330219,way,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,234646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millbrae Community Center,,san_mateo,,social_community,,,,,,,,37.6028263,-122.3967772,739469590,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,,,,Magnolia Avenue,
Sobrato Center for Nonprofits,,san_mateo,,social_community,,,,,,,,37.5189338,-122.2571763,829209269,way,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,,,,,330-350,,94065,,Twin Dolphin Drive,
Lakeview Lodge,,san_mateo,,social_community,,,,,,,http://lakeviewlodgehome.com/,37.4692564,-122.2678996,1028203365,way,,,,,,social_facility,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emerald Hills,,,,,530,,94062,,Lakeview Way,
EPACENTER,,san_mateo,,social_community,,,,,,,https://epacenter.org/,37.4728209,-122.1316691,1112405630,way,,,,,,social_facility,,,,,,,,,,,yes,2,,,,,,,,,,,,,EPACENTER,epacenterarts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,outreach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Palo Alto,,,,,1950,,94303,CA,Bay Road,
San Mateo County Navigation Center,,san_mateo,,social_community,,,,,,,https://www.smcgov.org/ceo/navigation-center,37.4942231,-122.220731,1178630176,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,,,,,275,,,,Blomquist Street,
Captivating Dance Nona,,san_mateo,,social_community,,,,,,,,37.4591142,-122.1527549,1257029253,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923,,,,,
Burgess Sports Center,,san_mateo,,social_community,,,,,,,,37.4529787,-122.1754146,1262531733,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belle Haven Community Campus,,san_mateo,,social_community,,,,,,,,37.478093,-122.1687472,1274695684,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atherton Park,,san_mateo,,social_community,,,,,,,,37.4521582,-122.187883,1649256821,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambulatory_care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menlo Park,,,,,1275,,94025,CA,Crane Street,
Analog Research Lab,,san_mateo,,social_community,,,,,,,,37.4839822,-122.1495568,2611183823,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyramid Alternatives,,san_mateo,,social_community,,,,+1 650 355 8787,,,,37.649881,-122.4919374,3442011318,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacifica,,,,,480,,94044,CA,Manor Plaza,
New Leaf Community Classroom,,san_mateo,,social_community,,,,,,,,37.4689657,-122.4324479,4641873700,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandpiper Community Center,,san_mateo,,social_community,,,,,,,,37.5375647,-122.2358523,5935224397,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood City, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,,,,,797,,94065,CA,Redwood Shores Parkway,
Peninsula Art Studio,,san_mateo,,social_community,,,,,,,,37.6003092,-122.3908684,6797576627,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,,Broadway,
Hillsdale Peace Pantry,,san_mateo,,social_community,,,,,,,,37.5315465,-122.3142341,8161839601,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hillsdale High School,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food_bank,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Mateo,,,,,3115,,94403,CA,Del Monte Street,
War Memorial Community Center,,san_mateo,,social_community,,,,,,,,37.7019488,-122.4625873,8252704383,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,san_mateo,,social_community,,,,,,,,37.5621827,-122.3228471,8961873439,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Salvation Army Family Store,,san_mateo,,social_community,,,,,,,https://sanfranciscoarc.salvationarmy.org/san_francisco_adult_rehabilitation_center/shop-our-stores,37.6619543,-122.4391645,11173169939,node,,,The Salvation Army Thrift Store and Donation Center,,,social_facility,,,,,,,,The Salvation Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Salvation Army,TSA,,,Q188307,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,charity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South San Francisco,,,,,1170,,94080,,Mission Road,
Art Space on the Coast,,san_mateo,,social_community,,,,,,,https://www.artspaceonthecoast.com/,37.6335486,-122.491989,11306444146,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacifica,,,,,2021,,94044,CA,Palmetto Avenue,
Bay Area Art School,,san_mateo,,social_community,,,,+1-650-489-1661,,,https://bayareaartschool.com/,37.6397368,-122.4920085,11306504398,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacifica,,,,,1305,,94044,CA,Palmetto Avenue,F
Coastside Quilt Studio & Dana Miller Fiber Arts,,san_mateo,,social_community,,,,+1-650-733-7200,,,https://www.coastsidequiltstudio.com/,37.6398266,-122.4920247,11306504399,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacifica,,,,,1305,,94044,CA,Palmetto Avenue,E
RWC Neighbors United,,san_mateo,,social_community,,,,,,,https://www.rwcneighborsunited.org,37.4869082,-122.2230303,11393283467,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2023-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tu-Fr 10:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,,,,Broadway,
Casa Círculo Cultural,,san_mateo,,social_community,,,,,,,https://casacirculocultural.org/,37.4871861,-122.225776,11393339671,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,2023-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,,,,Broadway,
Voices of Recovery,,san_mateo,,social_community,,,,,,,,37.4880691,-122.2266812,11625142275,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheriff's Work Program,,san_mateo,,social_community,,,,,,,,37.49288,-122.218655,11861178991,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,US,,,,1580,,94063,CA,Maple Street,
National Center for Equine Facilitated Therapy,,san_mateo,,social_community,,,,,,,https://nceft.org,37.4472379,-122.2777328,12234820659,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Center for Equine Facilitated Therapy,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equine_assisted_centre,child;disabled;mental_health;veteran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodside,,,,,880,,94062,CA,Runnymede Road,
,,san_mateo,,social_community,,,,,,,,37.494512,-122.2206262,12251731644,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeMoves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurel Street Arts,,san_mateo,,social_community,,,,,,,,37.504982,-122.259091,12791012201,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Palo Alto Career Center,,san_mateo,,social_community,,,,+1 650-384-6961,sdedeaux@JobTrainworks.org,,https://www.jobtrainworks.org/east-palo-alto-career-center/,37.4628068,-122.1402575,12799610043,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,epacareers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Palo Alto,,,,,2100,,94303,CA,University Avenue,C
Center for Creativity,,san_mateo,,social_community,,,,,,,https://rwccfc.org,37.4864945,-122.2264898,12854674347,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,2025-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campus Center,,san_mateo,,social_community,,,,,,,,37.517101,-122.2848226,13247232534,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,community_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Jose Healthcare & Wellness Center,,santa_clara,,social_community,,,,,,,https://www.sanjosehc.com/,,,5327763,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.19,,,,,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,San Jose,,,,,75,,95112,CA,North 13th Street,
Skyline Healthcare Center,,santa_clara,,social_community,,,,,,,,,,5408883,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.31,,,,,,,,,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,
Mission de la Casa Nursing & Rehabilitation Center,,santa_clara,,social_community,,,,+1-408-238-9751,,,,,,5443985,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.10,,,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,San Jose,,,,,2501,,95121,,Alvin Avenue,
BridgePoint at Los Altos,,santa_clara,,social_community,,,,+1-650-206-7042,,,https://www.kiscoseniorliving.com/senior-living/ca/los-altos/bridgepoint-at-los-altos/,,,5680080,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kisco Senior Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Los Altos,,,,,1174,,,CA,Los Altos Avenue,
Mountain View Healthcare Center,,santa_clara,,social_community,,,,+1 650-961-6161,,,,,,5680297,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Mountain View,,,,,2530,,94040,CA,Solace Place,
Palo Alto Commons,,santa_clara,,social_community,,,,+1 650-494-0760,,,,,,5689617,relation,,,,,,social_facility,,,,,,,,,,,yes,3,,,,,,,,,,,,,,,,,,,,,,,,Palo Alto Senior Community Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Palo Alto,,,,,4075,,94306,CA,El Camino Way,
Gateway Santa Clara,,santa_clara,,social_community,,,,,,,http://www.gatewaysantaclara.com/,,,7130024,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,
Community Recreation Center,,santa_clara,,social_community,,,,+1-408-615-3140,,,,,,7130142,relation,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Santa Clara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Santa Clara,,,,,969,,95050,CA,Kiely Boulevard,
Santa Clara Senior Center,,santa_clara,,social_community,,,,+1-408-615-3170,,,http://santaclaraca.gov/residents/senior-center,,,7132956,relation,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 07:00-19:00; Fr 07:00-17:00; Sa 09:00-12:00,,,,City of Santa Clara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Santa Clara,,,,,1303,,95050,CA,Fremont Street,
Mission Skilled Nursing and Sub-Acute Care Center,,santa_clara,,social_community,,,,,,,https://missionrehab.com/,,,7135274,relation,,,,,,social_facility,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,yes,,,,Santa Clara,,,,,410,,95050,CA,North Winchester Boulevard,
Trung Tâm Văn Hóa Việt-Mỹ at George Shirakawa Senior Center,,santa_clara,,social_community,,,,,,,,,,9443824,relation,,,Trung Tâm Văn Hóa Việt-Mĩ at George Shirakawa Senior Center,George Shirakawa Senior Center,Trung Tâm Văn Hóa Việt-Mĩ,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.20,,,,,,,,,4.24,,,,,,,,,,,,,,,,,,,,Vietnamese American Cultural Center at George Shirakawa Senior Center,,,,,,Trung Tâm Văn Hóa Việt-Mỹ,,,,,,,,George Shirakawa Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VACC,VACC,TTVHVM,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,San Jose,,,,,2072,,95122,CA,Lucretia Avenue,
Community School of Music and Arts,,santa_clara,,social_community,,,,+1-650-917-6800,,,https://arts4all.org,,,9717339,relation,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-650-917-6813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,music,multipolygon,,,,,,,,,yes,,,,,,,,,230,,,,San Antonio Circle,
The Villages Golf and Country,,santa_clara,,social_community,,,,,,,,,,10412406,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.94,,,,,,,,,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,San Jose,,,,,5000,,95135,,Cribari Lane,
Belovida at Newbury Park,,santa_clara,,social_community,,,,,,,,,,10705514,relation,,,,,,social_facility,,,,,,,,,,,apartments,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,no,group_home,senior,,,,,,,2011,,,,,,,,,,multipolygon,,,,,,,,,,,,,San Jose,,,,,1777,,95133,,Newbury Park Drive,
Sunset Square,,santa_clara,,social_community,,,,,,,,,,10929585,relation,,,,,,social_facility,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.45,,,,,,,,,9.82,,,,,,,"https://res.cloudinary.com/exygy/image/upload/w_1302,c_limit,q_65/housingbayarea/gallery-sunsetsquare_1_ksqjva.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,1963,,,,,,,,,,multipolygon,,,,,,,,,,,,,San Jose,,,,,2080,,95112,CA,Alum Rock Avenue,
White Blossom Care Center,,santa_clara,,social_community,,,,+1 408-998-8447,,,,,,11617480,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.92,,,,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,San Jose,,,,,1990,,95128,CA,fruitdale ave,
