name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,ALAND,AREAID,AWATER,COUNTYFP,FIXME,MTFCC,OBJNAME,SHAPE_STAr,SHAPE_STLe,STATEFP,Tiger:MTFCC,Zoning,abandoned,abandoned:amenity,access,affiliation,after_school,air_conditioning,alt_name,alt_name:am,alt_name:en,alt_name:es,alt_name:vi,amenity,amenity:historic,amenity_1,architect,architect:wikidata,area,artist_name,basilica,branch,brand,building,building:architecture,building:colour,building:levels,building:material,building:part,building:type,building:use,capacity,check_date,comment,community,community:en,community:gender,community:vi,community:wikidata,community_centre,community_centre:for,contact:facebook,contact:fax,contact:instagram,contact:twitter,contact:website,contact:youtube,created_by,demolished:amenity,demolished:building,denomination,denomination:wikidata,description,description:emergency,designation,diocese,disued:website,disused,disused:amenity,disused:denomination,disused:office,disused:official_name,disused:phone,disused:religion,disused:school,disused:website,ele,elevation,events_centre:conference,facebook,fax,fee,fixme,fixme:amenity,flag:name,flag:type,flag:wikidata,full_name,full_name:es,gnis:feature_id,grade,grades,healthcare,height,heritage,heritage:name,heritage:operator,heritage:ref,heritage:since,historic,historic:denomination,historic:name,image,indoor,inscription,internet_access,internet_access:ssid,landuse,language:am,language:en,language:es,language:hr,language:ja,language:ko,language:la,language:zh,layer,leisure,level,loc_name,location,long_name,man_made,mascot,massgis:cat,max_age,min_age,monastery:type,museum,name:am,name:en,name:es,name:etymology,name:etymology:wikidata,name:fil,name:fr,name:he,name:it,name:ja,name:ko,name:pt,name:ru,name:th,name:tl,name:uk,name:ur,name:vi,name:vi-Hani,name:zh,name:zh-Hans,name:zh-Hant,not:shop,note,note:address,office,official_name,official_name:en,official_name:es,old_name,old_name:am,old_name:en,old_name:es,old_name:ko,old_name:la,old_name:vi,old_official_name:en,opening_hours,operator,operator:short,operator:type,operator:website,operator:wikidata,owner,owner:website,owner:wikidata,paloalto_ca:id,payment:cash,payment:credit_cards,pet,phone:mnemonic,place_of_worship,preschool,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,redwood_city_ca:bldg_id,ref,ref:blklot,ref:chisl,ref:chl,ref:nrhp,religion,religion:wikidata,residential,reviewed,roof:colour,roof:height,roof:levels,roof:orientation,roof:shape,room,ruins,school,school:gender,service_times,sfgov:OBJNAME,shop,short_name,short_name:en,short_name:vi,short_name:zh,social_facility,social_facility:for,social_facility:for_1,source,source:addr,source:phone,sport,start_date,strapline,subject,subject:wikidata,survey:date,toilets:wheelchair,tourism,training,type,upload_version,verified,was:amenity,was:denomination,website:official,wheelchair,wikidata,wikimedia_commons,wikipedia,addr:1:housenumber,addr:city,addr:country,addr:county,addr:floor,addr:full,addr:housename,addr:housenumber,addr:paloaltoca_id,addr:place,addr:postcode,addr:state,addr:street,addr:unit
Grace Korean Presbyterian Church,,san_francisco,,religion,,,,,,,,37.7453518,-122.4112877,270578535,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,presbyterian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,30,,,94110,CA,Norwich Street,
Iglesia La Luz del Mundo;The Light of the World Church,,san_francisco,,religion,,,,+1-415-648-7640,,,https://www.lldmsf.net/,37.7456251,-122.4194075,270892158,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,la_luz_del_mundo,Q3497836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Light of the World Church,Iglesia La Luz del Mundo,,,,,,,,,,,,,,,,,,,,,,,,"Iglesia del Dios Vivo, Columnia y Apoyo de la Verdad;Church of the Living God, Column and Ground of the Truth","Church of the Living God, Column and Ground of the Truth","Iglesia del Dios Vivo, Columnia y Apoyo de la Verdad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,3199,,,94110,CA,Mission Street,
Shepherd of the Hills Lutheran Church,,san_francisco,,religion,,,,,,,,37.7399845,-122.4357617,271914323,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,,,,,Addison Street,
Saint Nicholas Syrian Antiochian Orthodox Church,,san_francisco,,religion,,,,,,,https://www.stnicholas-sf.com/,37.7449106,-122.4407328,272123813,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,orthodox,,,,,,,,,,,,,,,,168,,,,,,,,,,,,,1655536,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,US,,,,,5200,,,94131,CA,Diamond Heights Boulevard,
Saint Kevins Rectory,,san_francisco,,religion,,,,,,,,37.738634,-122.4151441,272813635,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,,,,,Cortland Avenue,
Saint Kevins Roman Catholic Church,,san_francisco,,religion,,,,,,,,37.7387852,-122.4146436,272813638,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,1657150,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,,,,,Cortland Avenue,
Islamic Center of San Francisco,,san_francisco,,religion,,,,+1-415-282-1951,,,https://www.icofsf.org/,37.7348099,-122.4167422,273163284,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,400,,,94110,CA,Crescent Avenue,
Casa de Barro Church,,san_francisco,,religion,,,,,,,,37.7357865,-122.4241907,273338469,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,3811,,,,CA,Mission Street,
Tabernacle of Faith Missionary Baptist Church,,san_francisco,,religion,,,,+1-415-647-0471,,,,37.7502355,-122.4206422,274266959,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,2025-03-06,,,,,,,,,,,,,,,,,,southern_baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,1414,,,94110,CA,Valencia Street,
St Stephen Baptist Church,,san_francisco,,religion,,,,,,,,37.7579495,-122.3894671,274389975,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint John the Baptist Serbian Orthodox Church,,san_francisco,,religion,,,,,,,,37.7795584,-122.4417623,274428408,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,orthodox,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,1657302,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Zion Baptist Church,,san_francisco,,religion,,,,,,,,37.781383,-122.4394805,274463275,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,baptist,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,1656816,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,,,,,Divisadero Street,
Saint John's Presbyterian Church,,san_francisco,,religion,,,,,,,,37.7867612,-122.4598981,274615294,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,presbyterian,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,1655526,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7588812,,"en:St. John's Presbyterian Church (San Francisco, California)",,,,,,,,201,,,,,Arguello Boulevard,
San Francisco Chinese Mennonite Church,,san_francisco,,religion,,,,,,,,37.7853573,-122.4609022,274663858,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,1656879,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4055,,,,,California Street,
Portola Baptist Church,,san_francisco,,religion,,,,+1-415-584-3230,,,https://www.portolabaptistchurch.org/,37.7281006,-122.4208459,274668291,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,225,,,94134,CA,Pioche Street,
Saint James Episcopal Church,,san_francisco,,religion,,,,,,,,37.7850534,-122.4672374,274689827,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,episcopal,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,1656861,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Life Church,,san_francisco,,religion,,,,,,,,37.7290421,-122.4161102,274799462,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,1015,,,,CA,Silver Avenue,
Star of the Sea Roman Catholic Church,,san_francisco,,religion,,,,,,,,37.7815683,-122.4669709,274858124,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,2025-11-09,,,,,,,,,,,,,,,,,,catholic,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,1656898,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/19/2009,,,,,,Category:Star of the Sea Catholic Church (San Francisco),,,,,,,,,4410,,,,,Geary Boulevard,
,,san_francisco,,religion,,,,,,,,37.7793779,-122.4677012,275126899,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,,,,,9th Avenue,
Canaan Lutheran Church,,san_francisco,,religion,,,,,,,,37.7788913,-122.471141,275267533,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,2024-04-15,,,,,,,,,,,,,,,,,,lutheran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,路德會迦南堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,Su 09:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,,,,,Funston Avenue,
Chinese Grace Baptist Church,,san_francisco,,religion,,,,+1 415 752 9090,,,https://sfcgbc.org/,37.7772243,-122.4687422,275370967,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,3,,,,,,2025-04-12,,,,,,,,,,,,,,,,,,baptist,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,1656789,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,Balboa Street,
Swaminarayan Hindu Temple,,san_francisco,,religion,,,,,,,,37.7246859,-122.4241812,275953325,way,,,,,,,,,,,,,,,,,,,Bochasanwasi Shree Akshar Purushottam Swaminarayan Sanstha,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942;950,,,,,Avalon Avenue,
,,san_francisco,,religion,,,,,,,,37.7826954,-122.4757862,276517755,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synagogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,Clement Street,
,,san_francisco,,religion,,,,,,,,37.7824346,-122.4734552,276524847,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synagogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Church in San Francisco,,san_francisco,,religion,,,,,,,,37.765302,-122.4777171,276535431,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,2025-01-18,,,,,,,,,,,,,,,,,,nondenominational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,US,,,,,1201,,,94122,CA,19th Avenue,
Wah Mei,,san_francisco,,religion,,,,+1 415-665-4212,,,https://www.wahmei.org/,37.7619227,-122.4775354,276566786,way,,,,,,,,,,,,,,,,,,,,,,,,language_school,,,,,,,,,,church,,,,,,,,,2025-10-08,,,,,,,,,,,,,,,,,,methodist,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,1655614,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,1400,,,94122,CA,Judah Street,
San Fran Dhammaram Temple,,san_francisco,,religion,,,,,,,,37.764851,-122.4867475,276755820,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buddhist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7413889,,,,San Francisco,US,,,,,2645,,,94122,CA,Lincoln Way,
Nagara Dhamma Temple,,san_francisco,,religion,,,,,,,,37.7646086,-122.4927877,276779863,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buddhist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,US,,,,,3225,,,94122,CA,Lincoln Way,
St John's United Church of Christ,,san_francisco,,religion,,,,,,,https://www.sfstjohnsucc.org/,37.7465449,-122.4583503,276792355,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,,Laguna Honda Boulevard,
San Francisco Mandarin Baptist Church,,san_francisco,,religion,,,,,,,,37.7615085,-122.4872874,276861479,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,2025-06-25,,,,,,,,,,,,,,,,,,baptist,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,1656882,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,,,,,Judah Street,
SF True Light Church,,san_francisco,,religion,,,,,,,,37.7469419,-122.4594059,277007157,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,6,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,,,Dewey Boulevard,
San Francisco Korean United Methodist Church,,san_francisco,,religion,,,,,,,http://www.sfkumc.org/,37.7611076,-122.4948289,277035386,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,2024-11-15,,,,,,,,,,,,,,,,,,united_methodist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030,,,,,Judah Street,
San Francisco Grace Christian Church,,san_francisco,,religion,,,,+1 415-731-8778,,,,37.7627255,-122.5064759,277806469,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,2024-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三藩市恩典基督教會,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,US,,,,,4508,,,94122,CA,Irving Street,
S.F. True Light Baptist Church,,san_francisco,,religion,,,,,,,,37.7607197,-122.5079958,277826181,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382,,,,,48th Avenue,
Cornerstone Trinity Baptist Church,,san_francisco,,religion,,,,,,,https://www.cornerstonetrinity.org/,37.7394462,-122.4474138,277889935,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,Teresita Boulevard,
Chinese Lutheran Church,,san_francisco,,religion,,,,,,,,37.776039,-122.4879068,278634222,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,lutheran,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,1655622,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,基督教華人信義會,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701,,,,,Balboa Street,
Covenant Presbyterian Church,,san_francisco,,religion,,,,,,,,37.7432241,-122.4693676,278916557,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,presbyterian,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,1656824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,321,,,94116,CA,Taraval Street,
